file,R2,r
ASI_gerpsm4_10.ghatREL1,0.525737449406539,0.725077547167569
ASI_gerpsm4_11.ghatREL1,0.369733142781601,0.608056858181536
ASI_gerpsm4_12.ghatREL1,0.0501670360572223,0.223979990305434
ASI_gerpsm4_1.ghatREL1,0.302524280231771,0.550022072495069
ASI_gerpsm4_2.ghatREL1,0.183328100992544,0.428168309187571
ASI_gerpsm4_3.ghatREL1,0.72207894152447,0.849752282447343
ASI_gerpsm4_4.ghatREL1,0.517301050728968,0.71923643590197
ASI_gerpsm4_5.ghatREL1,0.634483122819398,0.796544488914083
ASI_gerpsm4_6.ghatREL1,0.501355547691144,0.7080646493726
ASI_gerpsm4_7.ghatREL1,0.288588016502991,0.537203887274646
ASI_gerpsm4_8.ghatREL1,0.612921543902442,0.782893060323338
ASI_gerpsm4_9.ghatREL1,0.195457291341737,0.442105520596313
ASI_snpsm4_10_s10.ghatREL1,0.529752977144665,0.727841313161505
ASI_snpsm4_10_s11.ghatREL1,0.35914889942704,0.599290329829407
ASI_snpsm4_10_s12.ghatREL1,0.0513703328130045,0.226650243355273
ASI_snpsm4_10_s1.ghatREL1,0.29823840300732,0.54611207916262
ASI_snpsm4_10_s2.ghatREL1,0.180410401873355,0.424747456582561
ASI_snpsm4_10_s3.ghatREL1,0.730932147942736,0.85494569882697
ASI_snpsm4_10_s4.ghatREL1,0.520171204976494,0.721228954616004
ASI_snpsm4_10_s5.ghatREL1,0.626013025326673,0.791209849108739
ASI_snpsm4_10_s6.ghatREL1,0.514264960836096,0.717122695803233
ASI_snpsm4_10_s7.ghatREL1,0.289717231860094,0.538253873056288
ASI_snpsm4_10_s8.ghatREL1,0.617498806264992,0.785810922719322
ASI_snpsm4_10_s9.ghatREL1,0.198005141720776,0.444977686767299
ASI_snpsm4_1_s10.ghatREL1,0.529909097813825,0.727948554373058
ASI_snpsm4_1_s11.ghatREL1,0.359257853060024,0.599381225148089
ASI_snpsm4_1_s12.ghatREL1,0.0513538540466182,0.22661388758551
ASI_snpsm4_1_s1.ghatREL1,0.298162462481917,0.546042546402675
ASI_snpsm4_1_s2.ghatREL1,0.179873204694762,0.424114612687139
ASI_snpsm4_1_s3.ghatREL1,0.731673015622187,0.855378872560099
ASI_snpsm4_1_s4.ghatREL1,0.521195730608323,0.721938869024465
ASI_snpsm4_1_s5.ghatREL1,0.628387991481177,0.792709272988009
ASI_snpsm4_1_s6.ghatREL1,0.513567219645505,0.716636044059678
ASI_snpsm4_1_s7.ghatREL1,0.28941964765504,0.537977367233084
ASI_snpsm4_1_s8.ghatREL1,0.618844663431028,0.786666805853042
ASI_snpsm4_1_s9.ghatREL1,0.197925516407019,0.444888206639622
ASI_snpsm4_2_s10.ghatREL1,0.528642436344311,0.727078012557326
ASI_snpsm4_2_s11.ghatREL1,0.358334174765355,0.598610202690662
ASI_snpsm4_2_s12.ghatREL1,0.05211291100653,0.228282524531621
ASI_snpsm4_2_s1.ghatREL1,0.297297730150421,0.545250153737182
ASI_snpsm4_2_s2.ghatREL1,0.180792462426708,0.425196968976388
ASI_snpsm4_2_s3.ghatREL1,0.729451435464362,0.854079291087404
ASI_snpsm4_2_s4.ghatREL1,0.519566820684645,0.720809836700807
ASI_snpsm4_2_s5.ghatREL1,0.627753460198167,0.792308942394422
ASI_snpsm4_2_s6.ghatREL1,0.513235112691805,0.71640429416064
ASI_snpsm4_2_s7.ghatREL1,0.289638399587928,0.538180638436509
ASI_snpsm4_2_s8.ghatREL1,0.620402238386016,0.787656167617582
ASI_snpsm4_2_s9.ghatREL1,0.197112281470715,0.443973289141041
ASI_snpsm4_3_s10.ghatREL1,0.531233269900889,0.728857510011997
ASI_snpsm4_3_s11.ghatREL1,0.358087923213916,0.59840448127827
ASI_snpsm4_3_s12.ghatREL1,0.0515679470236169,0.227085770191831
ASI_snpsm4_3_s1.ghatREL1,0.297445868708811,0.545385981401072
ASI_snpsm4_3_s2.ghatREL1,0.180435937096877,0.424777514820261
ASI_snpsm4_3_s3.ghatREL1,0.73212146019807,0.855640964539491
ASI_snpsm4_3_s4.ghatREL1,0.516237054621802,0.718496384557224
ASI_snpsm4_3_s5.ghatREL1,0.626853827354642,0.791741010277125
ASI_snpsm4_3_s6.ghatREL1,0.514513064783551,0.717295660647373
ASI_snpsm4_3_s7.ghatREL1,0.289950166059214,0.538470209073087
ASI_snpsm4_3_s8.ghatREL1,0.618224899773393,0.786272789668696
ASI_snpsm4_3_s9.ghatREL1,0.196762994481974,0.44357974985562
ASI_snpsm4_4_s10.ghatREL1,0.527979139629803,0.726621730771798
ASI_snpsm4_4_s11.ghatREL1,0.35863474666375,0.598861208180785
ASI_snpsm4_4_s12.ghatREL1,0.05159123661709,0.227137043691887
ASI_snpsm4_4_s1.ghatREL1,0.296841306649881,0.544831447926678
ASI_snpsm4_4_s2.ghatREL1,0.182426837341495,0.427114548267201
ASI_snpsm4_4_s3.ghatREL1,0.729951190220471,0.854371810291322
ASI_snpsm4_4_s4.ghatREL1,0.520305465033722,0.72132202588977
ASI_snpsm4_4_s5.ghatREL1,0.626728614708989,0.791661932082748
ASI_snpsm4_4_s6.ghatREL1,0.510990510425046,0.714836002468431
ASI_snpsm4_4_s7.ghatREL1,0.291151565370574,0.539584622993071
ASI_snpsm4_4_s8.ghatREL1,0.620430996789983,0.787674423089885
ASI_snpsm4_4_s9.ghatREL1,0.195769096803401,0.442458016995287
ASI_snpsm4_5_s10.ghatREL1,0.527260925542798,0.726127348020165
ASI_snpsm4_5_s11.ghatREL1,0.356842502054165,0.597362956714061
ASI_snpsm4_5_s12.ghatREL1,0.0515867146008507,0.227127089095182
ASI_snpsm4_5_s1.ghatREL1,0.298534654043501,0.546383248318889
ASI_snpsm4_5_s2.ghatREL1,0.180473072569598,0.424821224245679
ASI_snpsm4_5_s3.ghatREL1,0.729224671665014,0.853946527403803
ASI_snpsm4_5_s4.ghatREL1,0.521229530999613,0.721962278100188
ASI_snpsm4_5_s5.ghatREL1,0.628436456884962,0.792739841868038
