file,R2,r,trait,cs,mode,cv,sp,type
asi_real_d2_cv1_sp7.ghatREL1,0.000647029060786606,-0.0254367659262455,asi,real,d2,cv1,sp7.ghatREL1,real
asi_real_d2_cv1_sp8.ghatREL1,0.180841250860269,0.425254336674265,asi,real,d2,cv1,sp8.ghatREL1,real
asi_real_d2_cv1_sp9.ghatREL1,0.00564798827573194,0.0751530989097053,asi,real,d2,cv1,sp9.ghatREL1,real
asi_real_d2_cv2_sp10.ghatREL1,0.189623003727603,0.435457235245441,asi,real,d2,cv2,sp10.ghatREL1,real
asi_real_d2_cv2_sp1.ghatREL1,0.0262161265042126,-0.161913947837154,asi,real,d2,cv2,sp1.ghatREL1,real
asi_real_d2_cv2_sp2.ghatREL1,0.00123135241544726,-0.0350906314483974,asi,real,d2,cv2,sp2.ghatREL1,real
asi_real_d2_cv2_sp3.ghatREL1,0.00181374212686354,-0.0425880514565241,asi,real,d2,cv2,sp3.ghatREL1,real
asi_real_d2_cv2_sp4.ghatREL1,0.141100063488418,-0.375632883928468,asi,real,d2,cv2,sp4.ghatREL1,real
asi_real_d2_cv2_sp5.ghatREL1,0.245726843116463,0.495708425504815,asi,real,d2,cv2,sp5.ghatREL1,real
asi_real_d2_cv2_sp6.ghatREL1,0.171222210822297,0.413790056456528,asi,real,d2,cv2,sp6.ghatREL1,real
asi_real_d2_cv2_sp7.ghatREL1,0.000173794554064672,-0.0131831162501387,asi,real,d2,cv2,sp7.ghatREL1,real
asi_real_d2_cv2_sp8.ghatREL1,2.08155037538739e-05,-0.00456240109524294,asi,real,d2,cv2,sp8.ghatREL1,real
asi_real_d2_cv2_sp9.ghatREL1,0.0653196801307585,0.2555771510342,asi,real,d2,cv2,sp9.ghatREL1,real
asi_real_d2_cv3_sp10.ghatREL1,0.0627090921745648,0.25041783517666,asi,real,d2,cv3,sp10.ghatREL1,real
asi_real_d2_cv3_sp1.ghatREL1,0.00445408254876272,0.0667389133022311,asi,real,d2,cv3,sp1.ghatREL1,real
asi_real_d2_cv3_sp2.ghatREL1,0.000237239510751809,0.0154025813015809,asi,real,d2,cv3,sp2.ghatREL1,real
