file,R2,r
DTP_snp29k7_s10.ghatREL1,0.914742284205265,0.95642160379472
DTP_snp29k7_s11.ghatREL1,0.96631935866443,0.98301544172227
DTP_snp29k7_s12.ghatREL1,0.913847708988648,0.955953821577511
DTP_snp29k7_s1.ghatREL1,0.974861241514131,0.987350617315921
DTP_snp29k7_s2.ghatREL1,0.89754806889419,0.94739013552717
DTP_snp29k7_s3.ghatREL1,0.827241040053789,0.909527921536106
DTP_snp29k7_s4.ghatREL1,0.976533593612508,0.988197143090643
DTP_snp29k7_s5.ghatREL1,0.959319144367063,0.979448387801554
DTP_snp29k7_s6.ghatREL1,0.935300932614708,0.967109576322512
DTP_snp29k7_s7.ghatREL1,0.950249381524695,0.974807356109244
DTP_snp29k7_s8.ghatREL1,0.941187693104616,0.970148284080643
DTP_snp29k7_s9.ghatREL1,0.899784046913811,0.948569473952125
DTP_snp29k8_s10.ghatREL1,0.914732494166489,0.956416485724964
DTP_snp29k8_s11.ghatREL1,0.966442521506245,0.983078085152062
DTP_snp29k8_s12.ghatREL1,0.913812308773743,0.955935305747069
DTP_snp29k8_s1.ghatREL1,0.974862213229975,0.98735110939826
DTP_snp29k8_s2.ghatREL1,0.897651855828287,0.947444909125743
DTP_snp29k8_s3.ghatREL1,0.827137057848192,0.909470757005519
DTP_snp29k8_s4.ghatREL1,0.976618714458551,0.988240210909549
DTP_snp29k8_s5.ghatREL1,0.959206271562868,0.979390765508267
DTP_snp29k8_s6.ghatREL1,0.9352658555785,0.967091441167018
DTP_snp29k8_s7.ghatREL1,0.950155793955419,0.97475935181737
DTP_snp29k8_s8.ghatREL1,0.941310150639402,0.970211394820429
DTP_snp29k8_s9.ghatREL1,0.899701425010076,0.948525922160315
DTP_snp29k9_s10.ghatREL1,0.914754854447605,0.95642817526859
DTP_snp29k9_s11.ghatREL1,0.966304814484341,0.983008043957088
DTP_snp29k9_s12.ghatREL1,0.913806578910631,0.955932308749229
DTP_snp29k9_s1.ghatREL1,0.974886577155699,0.987363447346365
DTP_snp29k9_s2.ghatREL1,0.897655992662639,0.947447092276207
DTP_snp29k9_s3.ghatREL1,0.827242606300724,0.909528782557607
DTP_snp29k9_s4.ghatREL1,0.976597104915552,0.988229277503734
DTP_snp29k9_s5.ghatREL1,0.959335548517148,0.979456761943654
DTP_snp29k9_s6.ghatREL1,0.935313471821057,0.967116059126854
DTP_snp29k9_s7.ghatREL1,0.950204407578076,0.974784287716044
DTP_snp29k9_s8.ghatREL1,0.941301645153792,0.970207011494862
DTP_snp29k9_s9.ghatREL1,0.899860393321496,0.948609716016812
