frq,totvar,V1,nvar,sample
0.1,0.0399531142734033,36322,0.0109997010829258,0
0.15,0.106218314135639,99259,0.0107011267628768,0
0.2,0.0827207645517144,44479,0.0185977123028203,0
0.25,0.192422484326602,99620,0.0193156478946599,0
0.3,0.026695654223623,10075,0.0264969272691047,0
0.35,0.203448081799079,82845,0.0245576778078434,0
0.4,0.181288752719614,64890,0.0279378567914338,0
0.45,0.0786383336956636,22704,0.0346363344325509,0
0.5,0.088614506968981,30141,0.0293999890411668,0
0.1,0.0386709779965766,37255,0.0103800773041408,1
0.15,0.104633038162594,98819,0.0105883522564075,1
0.2,0.0846215979448392,45414,0.018633372516149,1
0.25,0.198386080169401,99784,0.0198815521696265,1
0.3,0.025437062848257,10337,0.0246077806406665,1
0.35,0.208031575498937,83030,0.0250549892206355,1
0.4,0.18148215971782,64880,0.0279719728295037,1
0.45,0.0719850321979788,23138,0.031111173047791,1
0.5,0.0867524735708311,30117,0.0288051511009832,1
0.1,0.039021795022965,37291,0.0104641321023746,2
0.15,0.104631298871144,98871,0.0105826075260838,2
0.2,0.082777221383267,45347,0.0182541780896789,2
0.25,0.19802521195675,99794,0.0198433985967844,2
0.3,0.0257932100137575,10338,0.0249499032827989,2
0.35,0.208035078583399,83020,0.0250584291235122,2
0.4,0.181552859644502,64890,0.0279785575041612,2
0.45,0.0727901729289264,23123,0.0314795540928627,2
0.5,0.0873731513550683,30120,0.0290083503834888,2
0.1,0.0391704677719021,37269,0.0105102009101135,3
0.15,0.104682854684955,98855,0.0105895356517076,3
0.2,0.083999804552502,45366,0.0185160262206282,3
0.25,0.197955840624582,99771,0.0198410199982542,3
0.3,0.025240078985177,10343,0.0244030542252509,3
0.35,0.208921416896022,83007,0.0251691323498044,3
0.4,0.179827673445084,64901,0.0277079973259401,3
0.45,0.0732286921905064,23097,0.031704850062998,3
0.5,0.086973169422575,30122,0.0288736370169892,3
0.1,0.0395846083127729,37300,0.0106124955262126,4
0.15,0.104376353134266,98830,0.0105612013694492,4
0.2,0.0832689605548572,45403,0.0183399688467408,4
0.25,0.19774267116083,99817,0.0198105203683571,4
0.3,0.0252877728365557,10346,0.0244420769732802,4
0.35,0.20881968023116,83061,0.0251405208498766,4
0.4,0.181757981625325,64925,0.027995068405903,4
0.45,0.0722001071453395,23132,0.0312122199314108,4
0.5,0.0869618670931919,30099,0.0288919456105492,4
0.1,0.0395969426987169,37308,0.0106135259726378,5
0.15,0.104292206811461,98872,0.0105482044270837,5
0.2,0.0836909788929481,45365,0.0184483586229358,5
0.25,0.197379967590509,99773,0.0197829039510198,5
0.3,0.0254779066020237,10342,0.0246353767182592,5
0.35,0.208836779029336,83047,0.0251468179499965,5
0.4,0.180016684299135,64922,0.0277281482855019,5
0.45,0.073528506254068,23074,0.0318663891193846,5
0.5,0.0871800291440251,30149,0.0289163916362152,5
0.1,0.0395253527845984,37290,0.0105994510015013,6
0.15,0.105016139929617,98838,0.0106250773922597,6
0.2,0.0841979379301343,45400,0.018545801306197,6
0.25,0.197119197757152,99745,0.0197623136755879,6
0.3,0.0250053618251099,10327,0.0242135778300667,6
0.35,0.208731569800554,83000,0.0251483819036812,6
0.4,0.179511772784326,64856,0.0276785143678806,6
0.45,0.0736828176129529,23119,0.0318711093096383,6
0.5,0.087209854755216,30117,0.0289570192101524,6
0.1,0.0394226440955504,37263,0.0105795679616645,7
0.15,0.10408340506109,98867,0.0105276184228397,7
0.2,0.0837033872806858,45401,0.0184364633555838,7
0.25,0.196887670793408,99783,0.0197315846179617,7
0.3,0.0255226349143099,10339,0.0246857867436985,7
0.35,0.209639996685922,83015,0.025253267082566,7
0.4,0.1801033153705,64930,0.0277380741368397,7
0.45,0.0731608995004645,23102,0.0316686431912668,7
0.5,0.0874760481422415,30126,0.0290367284545713,7
0.1,0.0394501769057095,37248,0.010591220174428,8
0.15,0.104707022772951,98801,0.0105977695340079,8
0.2,0.0838493801912876,45377,0.0184783877716217,8
0.25,0.198311857669521,99799,0.0198711267316828,8
0.3,0.0253524234656181,10323,0.0245591625163403,8
0.35,0.207272455934523,83061,0.0249542451854087,8
0.4,0.181175627591589,64923,0.0279062316269409,8
0.45,0.0737081046693928,23147,0.0318434806538181,8
0.5,0.0861729504766775,30132,0.0285984834981672,8
0.1,0.0397703772109033,37284,0.0106668751236196,9
0.15,0.10488182689297,98895,0.0106053720504545,9
0.2,0.0840208354372843,45398,0.0185076072596335,9
0.25,0.197615950682751,99828,0.0197956435752245,9
0.3,0.0254086758911909,10340,0.0245731875156585,9
0.35,0.207609066508042,83009,0.0250104285689554,9
0.4,0.180224170267715,64937,0.0277536951611123,9
0.45,0.0732877757572447,23071,0.0317661894834401,9
0.5,0.0871813166423848,30105,0.0289590820934678,9
0.1,0.039243060967655,37268,0.0105299616206008,10
0.15,0.104393042656711,98824,0.0105635313948748,10
0.2,0.08341807995156,45409,0.0183703847148275,10
0.25,0.197776158793313,99774,0.0198224145361831,10
0.3,0.0247441989424021,10332,0.0239490891815738,10
0.35,0.208733153018794,83005,0.0251470577698686,10
0.4,0.179882779838043,64902,0.0277160611133776,10
0.45,0.0744844548199064,23101,0.0322429569368886,10
0.5,0.0873250711549124,30129,0.0289837270254281,10
