frq,totvar,V1,nvar,sample
0.1,0.006144285367,820,0.0749303093536585,0
0.15,0.009392526538,1432,0.0655902691201117,0
0.2,0.025486907512,2767,0.092110254831948,0
0.25,0.043627491805,5017,0.0869593219154873,0
0.3,0.011710990402,1151,0.101746224170287,0
0.35,0.062269126299,6822,0.0912769368205805,0
0.4,0.062716776676,7029,0.0892257457333902,0
0.45,0.039341638475,3757,0.104715566875166,0
0.5,0.030936027086,3382,0.09147258156712,0
0.1,0.004702548267,642,0.0732484153738318,1
0.15,0.008040195547,1181,0.0680795558594412,1
0.2,0.025606446296,2769,0.0924754290213073,1
0.25,0.046687514154,5264,0.0886920861588146,1
0.3,0.010198067306,1030,0.0990103621941748,1
0.35,0.070539289992,7636,0.0923772786694605,1
0.4,0.065594864708,7188,0.0912560722148024,1
0.45,0.033369945822,3252,0.102613609538745,1
0.5,0.030893376166,3231,0.0956155251191582,1
0.1,0.004784923266,652,0.0733883936503067,2
0.15,0.008462425023,1241,0.0681903708541499,2
0.2,0.024431187254,2699,0.0905194044238607,2
0.25,0.045919256714,5199,0.0883232481515676,2
0.3,0.01067094698,1077,0.0990802876508821,2
0.35,0.070817810662,7599,0.0931935921331754,2
0.4,0.065998356623,7224,0.091359851360742,2
0.45,0.034455161908,3333,0.103375823306331,2
0.5,0.031769536718,3317,0.0957779219716611,2
0.1,0.004939943555,672,0.0735110648065476,3
0.15,0.008416331377,1232,0.0683143780600649,3
0.2,0.02549600647,2793,0.0912853794128178,3
0.25,0.045875533523,5124,0.0895307055483997,3
0.3,0.010160481402,1038,0.097885177283237,3
0.35,0.071305178852,7685,0.0927848781418347,3
0.4,0.064079225022,7030,0.0911511024495021,3
0.45,0.035408943624,3409,0.103869004470519,3
0.5,0.031668228776,3300,0.0959643296242424,3
0.1,0.005102181862,688,0.0741596200872093,4
0.15,0.008429815711,1232,0.068423828823052,4
0.2,0.024626798198,2717,0.0906396694810453,4
0.25,0.045090403716,4997,0.0902349484010406,4
0.3,0.009827597762,966,0.101734966480331,4
0.35,0.071761348428,7698,0.0932207695869057,4
0.4,0.065142043174,7075,0.0920735592565371,4
0.45,0.033857144389,3343,0.101277727756506,4
0.5,0.031399862175,3350,0.0937309318656716,4
0.1,0.005269580429,721,0.0730871071983356,5
0.15,0.008336813508,1225,0.0680556204734694,5
0.2,0.02529325615,2741,0.0922774759211966,5
0.25,0.046494819755,5209,0.0892586288251104,5
0.3,0.010239645084,1015,0.10088320279803,5
0.35,0.072001290944,7716,0.0933142702747538,5
0.4,0.063932772186,6973,0.0916861783823319,5
0.45,0.035620687023,3419,0.104184518932436,5
0.5,0.03168721925,3298,0.0960801068829594,5
0.1,0.00496808524,675,0.0736012628148148,6
0.15,0.008750106786,1282,0.0682535630733229,6
0.2,0.025759446651,2796,0.0921296375214592,6
0.25,0.045039545282,5017,0.0897738594418975,6
0.3,0.009713097359,995,0.0976190689346734,6
0.35,0.070657082283,7560,0.0934617490515873,6
0.4,0.063376527354,6953,0.0911499027096218,6
0.45,0.035554954504,3444,0.103237382415796,6
0.5,0.032106159101,3414,0.0940426452870533,6
0.1,0.005180425842,696,0.0744314057758621,7
0.15,0.008681942962,1266,0.0685777485150079,7
0.2,0.024910397472,2718,0.0916497331567329,7
0.25,0.045024507609,5010,0.0898692766646706,7
0.3,0.010511929142,1079,0.0974228836144578,7
0.35,0.071870372276,7671,0.0936910080511016,7
0.4,0.064632263289,7060,0.0915471151402266,7
0.45,0.034870115872,3390,0.102861698737463,7
0.5,0.032475057878,3377,0.0961654068048564,7
0.1,0.00513080476,699,0.0734020709585122,8
0.15,0.008658617184,1276,0.0678575014420063,8
0.2,0.025714376092,2788,0.0922323389239598,8
0.25,0.046155202474,5127,0.0900238004173981,8
0.3,0.010144863983,1035,0.0980180094975845,8
0.35,0.069830639168,7521,0.0928475457625316,8
0.4,0.065167744924,7145,0.0912074806494052,8
0.45,0.035141356285,3375,0.104122537140741,8
0.5,0.030301636644,3196,0.0948111284230288,8
0.1,0.005100365765,691,0.0738113714182344,9
0.15,0.00849011126,1247,0.0680842923817161,9
0.2,0.025998625966,2867,0.0906823368189745,9
0.25,0.044932881843,4993,0.0899917521389946,9
0.3,0.010321639815,1072,0.0962839534981343,9
0.35,0.070470931267,7587,0.0928837897284829,9
0.4,0.065223873547,7136,0.0914011680871637,9
0.45,0.034817568622,3369,0.103346894099139,9
0.5,0.031735026773,3300,0.0961667477969697,9
0.1,0.005220286078,703,0.0742572699573257,10
0.15,0.008546700868,1255,0.0681012021354582,10
0.2,0.025449705491,2770,0.0918761931083033,10
0.25,0.046726223691,5262,0.0887993608722919,10
0.3,0.009775104693,1013,0.0964965912438302,10
0.35,0.072273911009,7785,0.0928373937174053,10
0.4,0.063793849952,7054,0.0904364189849731,10
0.45,0.035930801503,3452,0.104086910495365,10
0.5,0.031115160453,3200,0.097234876415625,10
