file,R2,r,trait,mode,cv,sp
asi_5a2_cv5_sp6.ghatREL1,0.126247826516837,0.3553137015608,asi,5a2,cv5,sp6.ghatREL1
asi_5a2_cv5_sp7.ghatREL1,0.631497117790756,0.794667929257722,asi,5a2,cv5,sp7.ghatREL1
asi_5a2_cv5_sp8.ghatREL1,0.35888338194832,0.599068762287202,asi,5a2,cv5,sp8.ghatREL1
asi_5a2_cv5_sp9.ghatREL1,0.154583898620307,0.393171589284255,asi,5a2,cv5,sp9.ghatREL1
asi_5d2_cv1_sp10.ghatREL1,0.251997282105604,0.50199330882553,asi,5d2,cv1,sp10.ghatREL1
asi_5d2_cv1_sp1.ghatREL1,0.0748017322018257,0.273499053383784,asi,5d2,cv1,sp1.ghatREL1
asi_5d2_cv1_sp2.ghatREL1,0.517270621027715,0.719215281419767,asi,5d2,cv1,sp2.ghatREL1
asi_5d2_cv1_sp3.ghatREL1,0.162497397653116,0.403109659587954,asi,5d2,cv1,sp3.ghatREL1
asi_5d2_cv1_sp4.ghatREL1,0.306521869911199,0.553644172651713,asi,5d2,cv1,sp4.ghatREL1
asi_5d2_cv1_sp5.ghatREL1,0.356357938569369,0.596957233450914,asi,5d2,cv1,sp5.ghatREL1
asi_5d2_cv1_sp6.ghatREL1,0.217652797844783,0.466532740378189,asi,5d2,cv1,sp6.ghatREL1
asi_5d2_cv1_sp7.ghatREL1,0.146044081889322,0.382157142925946,asi,5d2,cv1,sp7.ghatREL1
asi_5d2_cv1_sp8.ghatREL1,0.189186263597811,0.434955473120883,asi,5d2,cv1,sp8.ghatREL1
asi_5d2_cv1_sp9.ghatREL1,0.225087379067826,0.474433745709373,asi,5d2,cv1,sp9.ghatREL1
asi_5d2_cv2_sp10.ghatREL1,0.406311822309733,0.63742593476398,asi,5d2,cv2,sp10.ghatREL1
asi_5d2_cv2_sp1.ghatREL1,0.608823157563191,0.780271207698446,asi,5d2,cv2,sp1.ghatREL1
asi_5d2_cv2_sp2.ghatREL1,0.273819636799999,0.523277781680055,asi,5d2,cv2,sp2.ghatREL1
asi_5d2_cv2_sp3.ghatREL1,0.158548003086117,0.398180867302935,asi,5d2,cv2,sp3.ghatREL1
asi_5d2_cv2_sp4.ghatREL1,0.0551993604177203,0.234945441363991,asi,5d2,cv2,sp4.ghatREL1
asi_5d2_cv2_sp5.ghatREL1,0.264947145881869,0.514730168031629,asi,5d2,cv2,sp5.ghatREL1
asi_5d2_cv2_sp6.ghatREL1,0.278187392105546,0.52743472781525,asi,5d2,cv2,sp6.ghatREL1
asi_5d2_cv2_sp7.ghatREL1,0.238888323612857,0.488762031680917,asi,5d2,cv2,sp7.ghatREL1
asi_5d2_cv2_sp8.ghatREL1,0.191950073271925,0.438121071476738,asi,5d2,cv2,sp8.ghatREL1
asi_5d2_cv2_sp9.ghatREL1,0.204803539529506,0.45255225060705,asi,5d2,cv2,sp9.ghatREL1
asi_5d2_cv3_sp10.ghatREL1,0.266591310259642,0.516324810811607,asi,5d2,cv3,sp10.ghatREL1
asi_5d2_cv3_sp1.ghatREL1,0.104466355138146,0.323212554115934,asi,5d2,cv3,sp1.ghatREL1
asi_5d2_cv3_sp2.ghatREL1,0.440614887428553,0.663788285094392,asi,5d2,cv3,sp2.ghatREL1
asi_5d2_cv3_sp3.ghatREL1,0.381071157857679,0.617309612639945,asi,5d2,cv3,sp3.ghatREL1
asi_5d2_cv3_sp4.ghatREL1,0.424737831425515,0.651719135383882,asi,5d2,cv3,sp4.ghatREL1
asi_5d2_cv3_sp5.ghatREL1,0.389525874440063,0.624120080144889,asi,5d2,cv3,sp5.ghatREL1
asi_5d2_cv3_sp6.ghatREL1,0.192759056532731,0.439043342430711,asi,5d2,cv3,sp6.ghatREL1
asi_5d2_cv3_sp7.ghatREL1,0.395747998384635,0.629085048609991,asi,5d2,cv3,sp7.ghatREL1
asi_5d2_cv3_sp8.ghatREL1,0.105689454426716,0.32509914553366,asi,5d2,cv3,sp8.ghatREL1
asi_5d2_cv3_sp9.ghatREL1,0.30831159869595,0.555258136992111,asi,5d2,cv3,sp9.ghatREL1
asi_5d2_cv4_sp10.ghatREL1,0.187198495529277,0.432664414447591,asi,5d2,cv4,sp10.ghatREL1
asi_5d2_cv4_sp1.ghatREL1,0.423074583243632,0.650441836941345,asi,5d2,cv4,sp1.ghatREL1
asi_5d2_cv4_sp2.ghatREL1,0.12704356740108,0.356431714920376,asi,5d2,cv4,sp2.ghatREL1
asi_5d2_cv4_sp3.ghatREL1,0.396138920069572,0.629395678464328,asi,5d2,cv4,sp3.ghatREL1
asi_5d2_cv4_sp4.ghatREL1,0.271817652108228,0.521361345046051,asi,5d2,cv4,sp4.ghatREL1
asi_5d2_cv4_sp5.ghatREL1,0.509355808851399,0.713691676322065,asi,5d2,cv4,sp5.ghatREL1
asi_5d2_cv4_sp6.ghatREL1,0.497167817286134,0.705101281580266,asi,5d2,cv4,sp6.ghatREL1
asi_5d2_cv4_sp7.ghatREL1,0.607800841293352,0.779615829298862,asi,5d2,cv4,sp7.ghatREL1
asi_5d2_cv4_sp8.ghatREL1,0.0744253309438689,0.272810063861048,asi,5d2,cv4,sp8.ghatREL1
asi_5d2_cv4_sp9.ghatREL1,0.355527018820697,0.596260864740171,asi,5d2,cv4,sp9.ghatREL1
asi_5d2_cv5_sp10.ghatREL1,0.023696359422325,0.15393621868269,asi,5d2,cv5,sp10.ghatREL1
asi_5d2_cv5_sp1.ghatREL1,0.212268771744738,0.460726352344576,asi,5d2,cv5,sp1.ghatREL1
asi_5d2_cv5_sp2.ghatREL1,0.803136019550086,0.896178564545083,asi,5d2,cv5,sp2.ghatREL1
asi_5d2_cv5_sp3.ghatREL1,0.182569639904104,0.427281686834463,asi,5d2,cv5,sp3.ghatREL1
asi_5d2_cv5_sp4.ghatREL1,0.219284120981552,0.468277824567373,asi,5d2,cv5,sp4.ghatREL1
asi_5d2_cv5_sp5.ghatREL1,0.279668891700642,0.528837301729598,asi,5d2,cv5,sp5.ghatREL1
asi_5d2_cv5_sp6.ghatREL1,0.265476497888961,0.515244114851359,asi,5d2,cv5,sp6.ghatREL1
asi_5d2_cv5_sp7.ghatREL1,0.450334837248511,0.671069919791158,asi,5d2,cv5,sp7.ghatREL1
asi_5d2_cv5_sp8.ghatREL1,0.190510120038007,0.436474649937435,asi,5d2,cv5,sp8.ghatREL1
asi_5d2_cv5_sp9.ghatREL1,0.100711835158545,0.317351280379558,asi,5d2,cv5,sp9.ghatREL1
asi_6a2_cv1_sp10.ghatREL1,0.27408388609323,0.523530215071901,asi,6a2,cv1,sp10.ghatREL1
asi_6a2_cv1_sp1.ghatREL1,0.404961224423518,0.636365637368579,asi,6a2,cv1,sp1.ghatREL1
asi_6a2_cv1_sp2.ghatREL1,0.576070967585018,0.758993391002199,asi,6a2,cv1,sp2.ghatREL1
asi_6a2_cv1_sp3.ghatREL1,0.191648485911241,0.437776753507129,asi,6a2,cv1,sp3.ghatREL1
asi_6a2_cv1_sp4.ghatREL1,0.517049679111146,0.719061665722173,asi,6a2,cv1,sp4.ghatREL1
asi_6a2_cv1_sp5.ghatREL1,0.231797480938541,0.481453508595109,asi,6a2,cv1,sp5.ghatREL1
asi_6a2_cv1_sp6.ghatREL1,0.266924683297595,0.516647542622236,asi,6a2,cv1,sp6.ghatREL1
asi_6a2_cv1_sp7.ghatREL1,0.0769821840024708,0.277456634453874,asi,6a2,cv1,sp7.ghatREL1
asi_6a2_cv1_sp8.ghatREL1,0.525465712249772,0.724890138055258,asi,6a2,cv1,sp8.ghatREL1
asi_6a2_cv1_sp9.ghatREL1,0.26311523029244,0.512947590200442,asi,6a2,cv1,sp9.ghatREL1
asi_6a2_cv2_sp10.ghatREL1,0.564433485589461,0.75128788462843,asi,6a2,cv2,sp10.ghatREL1
asi_6a2_cv2_sp1.ghatREL1,0.283197865132945,0.532163381991795,asi,6a2,cv2,sp1.ghatREL1
asi_6a2_cv2_sp2.ghatREL1,0.315717447019205,0.561887397099459,asi,6a2,cv2,sp2.ghatREL1
asi_6a2_cv2_sp3.ghatREL1,0.111992827743419,0.334653294834249,asi,6a2,cv2,sp3.ghatREL1
asi_6a2_cv2_sp4.ghatREL1,0.118368848439652,0.344047741512209,asi,6a2,cv2,sp4.ghatREL1
asi_6a2_cv2_sp5.ghatREL1,0.359426551665892,0.599521935933867,asi,6a2,cv2,sp5.ghatREL1
asi_6a2_cv2_sp6.ghatREL1,0.453137219821964,0.673154677486507,asi,6a2,cv2,sp6.ghatREL1
asi_6a2_cv2_sp7.ghatREL1,0.311924425507037,0.558501947630478,asi,6a2,cv2,sp7.ghatREL1
asi_6a2_cv2_sp8.ghatREL1,0.28776481693078,0.53643715096065,asi,6a2,cv2,sp8.ghatREL1
asi_6a2_cv2_sp9.ghatREL1,0.219617099755956,0.468633225194241,asi,6a2,cv2,sp9.ghatREL1
asi_6a2_cv3_sp10.ghatREL1,0.066397610961694,0.257677338859462,asi,6a2,cv3,sp10.ghatREL1
asi_6a2_cv3_sp1.ghatREL1,0.203974967593003,0.451635879434975,asi,6a2,cv3,sp1.ghatREL1
asi_6a2_cv3_sp2.ghatREL1,0.321402226662545,0.566923475137999,asi,6a2,cv3,sp2.ghatREL1
asi_6a2_cv3_sp3.ghatREL1,0.737216800098066,0.858613300676193,asi,6a2,cv3,sp3.ghatREL1
asi_6a2_cv3_sp4.ghatREL1,0.216131267933948,0.464899201907196,asi,6a2,cv3,sp4.ghatREL1
asi_6a2_cv3_sp5.ghatREL1,0.373544158374103,0.61118259004499,asi,6a2,cv3,sp5.ghatREL1
asi_6a2_cv3_sp6.ghatREL1,0.471014574845672,0.686305015897211,asi,6a2,cv3,sp6.ghatREL1
asi_6a2_cv3_sp7.ghatREL1,0.743549137613878,0.862292953475719,asi,6a2,cv3,sp7.ghatREL1
asi_6a2_cv3_sp8.ghatREL1,0.40043555491264,0.6327997747413,asi,6a2,cv3,sp8.ghatREL1
asi_6a2_cv3_sp9.ghatREL1,0.399341468137173,0.631934702431488,asi,6a2,cv3,sp9.ghatREL1
asi_6a2_cv4_sp10.ghatREL1,0.245466982016261,0.495446245334709,asi,6a2,cv4,sp10.ghatREL1
asi_6a2_cv4_sp1.ghatREL1,0.365007180073067,0.604158240921256,asi,6a2,cv4,sp1.ghatREL1
asi_6a2_cv4_sp2.ghatREL1,0.0991198344600436,0.314833026317195,asi,6a2,cv4,sp2.ghatREL1
asi_6a2_cv4_sp3.ghatREL1,0.407728082969691,0.638535890118708,asi,6a2,cv4,sp3.ghatREL1
asi_6a2_cv4_sp4.ghatREL1,0.317065515315068,0.563085708675924,asi,6a2,cv4,sp4.ghatREL1
asi_6a2_cv4_sp5.ghatREL1,0.61074308478187,0.781500534089306,asi,6a2,cv4,sp5.ghatREL1
asi_6a2_cv4_sp6.ghatREL1,0.425291533646171,0.652143798288515,asi,6a2,cv4,sp6.ghatREL1
asi_6a2_cv4_sp7.ghatREL1,0.614533414183247,0.783921816371535,asi,6a2,cv4,sp7.ghatREL1
asi_6a2_cv4_sp8.ghatREL1,0.190375383327086,0.436320276089808,asi,6a2,cv4,sp8.ghatREL1
asi_6a2_cv4_sp9.ghatREL1,0.269580154695831,0.519211088764321,asi,6a2,cv4,sp9.ghatREL1
asi_6a2_cv5_sp10.ghatREL1,0.0222563121044913,0.149185495623708,asi,6a2,cv5,sp10.ghatREL1
asi_6a2_cv5_sp1.ghatREL1,0.339030844799303,0.582263552696975,asi,6a2,cv5,sp1.ghatREL1
asi_6a2_cv5_sp2.ghatREL1,0.798785832592288,0.893748193056796,asi,6a2,cv5,sp2.ghatREL1
asi_6a2_cv5_sp3.ghatREL1,0.214083746342725,0.462691848148122,asi,6a2,cv5,sp3.ghatREL1
asi_6a2_cv5_sp4.ghatREL1,0.231509235545496,0.481154066329587,asi,6a2,cv5,sp4.ghatREL1
asi_6a2_cv5_sp5.ghatREL1,0.34979439805603,0.591434187425811,asi,6a2,cv5,sp5.ghatREL1
asi_6a2_cv5_sp6.ghatREL1,0.188354285106041,0.433998024311219,asi,6a2,cv5,sp6.ghatREL1
asi_6a2_cv5_sp7.ghatREL1,0.635912473632391,0.797441203871728,asi,6a2,cv5,sp7.ghatREL1
asi_6a2_cv5_sp8.ghatREL1,0.45244338073796,0.672639116271095,asi,6a2,cv5,sp8.ghatREL1
asi_6a2_cv5_sp9.ghatREL1,0.392991223307048,0.626890120600929,asi,6a2,cv5,sp9.ghatREL1
asi_6d2_cv1_sp10.ghatREL1,0.47633990037762,0.690173818959847,asi,6d2,cv1,sp10.ghatREL1
asi_6d2_cv1_sp1.ghatREL1,0.264756964607178,0.514545396060618,asi,6d2,cv1,sp1.ghatREL1
asi_6d2_cv1_sp2.ghatREL1,0.594985725071033,0.771353177909466,asi,6d2,cv1,sp2.ghatREL1
asi_6d2_cv1_sp3.ghatREL1,0.201039468908406,0.448374250942677,asi,6d2,cv1,sp3.ghatREL1
asi_6d2_cv1_sp4.ghatREL1,0.504513589691508,0.710291200629367,asi,6d2,cv1,sp4.ghatREL1
asi_6d2_cv1_sp5.ghatREL1,0.634570737299607,0.796599483617462,asi,6d2,cv1,sp5.ghatREL1
asi_6d2_cv1_sp6.ghatREL1,0.314676142356745,0.560960018501091,asi,6d2,cv1,sp6.ghatREL1
asi_6d2_cv1_sp7.ghatREL1,0.173878155114314,0.416986996337193,asi,6d2,cv1,sp7.ghatREL1
asi_6d2_cv1_sp8.ghatREL1,0.556082325724327,0.745709276946671,asi,6d2,cv1,sp8.ghatREL1
asi_6d2_cv1_sp9.ghatREL1,0.19685933625218,0.443688332337216,asi,6d2,cv1,sp9.ghatREL1
asi_6d2_cv2_sp10.ghatREL1,0.89326694563076,0.945128004891803,asi,6d2,cv2,sp10.ghatREL1
asi_6d2_cv2_sp1.ghatREL1,0.474352108827002,0.688732247558514,asi,6d2,cv2,sp1.ghatREL1
asi_6d2_cv2_sp2.ghatREL1,0.351394552136576,0.592785418289432,asi,6d2,cv2,sp2.ghatREL1
asi_6d2_cv2_sp3.ghatREL1,0.202061683554907,0.449512717901181,asi,6d2,cv2,sp3.ghatREL1
asi_6d2_cv2_sp4.ghatREL1,0.121395145065728,0.348418060762825,asi,6d2,cv2,sp4.ghatREL1
asi_6d2_cv2_sp5.ghatREL1,0.154557999703048,0.393138652008484,asi,6d2,cv2,sp5.ghatREL1
asi_6d2_cv2_sp6.ghatREL1,0.343882688383293,0.58641511609379,asi,6d2,cv2,sp6.ghatREL1
asi_6d2_cv2_sp7.ghatREL1,0.320421415126032,0.566057784264144,asi,6d2,cv2,sp7.ghatREL1
asi_6d2_cv2_sp8.ghatREL1,0.378543252801674,0.615258687709222,asi,6d2,cv2,sp8.ghatREL1
asi_6d2_cv2_sp9.ghatREL1,0.415705144173749,0.644752002070369,asi,6d2,cv2,sp9.ghatREL1
asi_6d2_cv3_sp10.ghatREL1,0.336541810831121,0.580122237835373,asi,6d2,cv3,sp10.ghatREL1
asi_6d2_cv3_sp1.ghatREL1,0.243547441046767,0.493505259391191,asi,6d2,cv3,sp1.ghatREL1
asi_6d2_cv3_sp2.ghatREL1,0.481313279808531,0.693767453696504,asi,6d2,cv3,sp2.ghatREL1
asi_6d2_cv3_sp3.ghatREL1,0.734994645243875,0.857318287011233,asi,6d2,cv3,sp3.ghatREL1
asi_6d2_cv3_sp4.ghatREL1,0.555951052325732,0.745621252597947,asi,6d2,cv3,sp4.ghatREL1
asi_6d2_cv3_sp5.ghatREL1,0.600495336138144,0.774916341380245,asi,6d2,cv3,sp5.ghatREL1
asi_6d2_cv3_sp6.ghatREL1,0.497344888234181,0.70522683459592,asi,6d2,cv3,sp6.ghatREL1
asi_6d2_cv3_sp7.ghatREL1,0.542486651298511,0.736536931388041,asi,6d2,cv3,sp7.ghatREL1
asi_6d2_cv3_sp8.ghatREL1,0.272636433428764,0.522145988616943,asi,6d2,cv3,sp8.ghatREL1
asi_6d2_cv3_sp9.ghatREL1,0.504768091900829,0.710470331471223,asi,6d2,cv3,sp9.ghatREL1
asi_6d2_cv4_sp10.ghatREL1,0.40774648015245,0.638550295710878,asi,6d2,cv4,sp10.ghatREL1
asi_6d2_cv4_sp1.ghatREL1,0.625192697954702,0.790691278537143,asi,6d2,cv4,sp1.ghatREL1
asi_6d2_cv4_sp2.ghatREL1,0.182230477454903,0.426884618433252,asi,6d2,cv4,sp2.ghatREL1
asi_6d2_cv4_sp3.ghatREL1,0.515041954830635,0.717664235440666,asi,6d2,cv4,sp3.ghatREL1
asi_6d2_cv4_sp4.ghatREL1,0.506492878219951,0.711683130487123,asi,6d2,cv4,sp4.ghatREL1
asi_6d2_cv4_sp5.ghatREL1,0.588837453784536,0.767357448510494,asi,6d2,cv4,sp5.ghatREL1
asi_6d2_cv4_sp6.ghatREL1,0.634668631573098,0.796660926350162,asi,6d2,cv4,sp6.ghatREL1
asi_6d2_cv4_sp7.ghatREL1,0.554243064444123,0.744475026071475,asi,6d2,cv4,sp7.ghatREL1
asi_6d2_cv4_sp8.ghatREL1,0.1961958950939,0.442940058127395,asi,6d2,cv4,sp8.ghatREL1
asi_6d2_cv4_sp9.ghatREL1,0.534497857273333,0.731093603633169,asi,6d2,cv4,sp9.ghatREL1
asi_6d2_cv5_sp10.ghatREL1,0.0303478477711347,0.174206336770896,asi,6d2,cv5,sp10.ghatREL1
asi_6d2_cv5_sp1.ghatREL1,0.392056393762676,0.626144067897058,asi,6d2,cv5,sp1.ghatREL1
asi_6d2_cv5_sp2.ghatREL1,0.678392616911277,0.823645929335705,asi,6d2,cv5,sp2.ghatREL1
asi_6d2_cv5_sp3.ghatREL1,0.224341913817994,0.473647457311864,asi,6d2,cv5,sp3.ghatREL1
asi_6d2_cv5_sp4.ghatREL1,0.243094590287244,0.493046235445769,asi,6d2,cv5,sp4.ghatREL1
asi_6d2_cv5_sp5.ghatREL1,0.366871422948638,0.605699119157886,asi,6d2,cv5,sp5.ghatREL1
asi_6d2_cv5_sp6.ghatREL1,0.411209875643702,0.641256481950632,asi,6d2,cv5,sp6.ghatREL1
asi_6d2_cv5_sp7.ghatREL1,0.670935769166085,0.819106689733447,asi,6d2,cv5,sp7.ghatREL1
asi_6d2_cv5_sp8.ghatREL1,0.307543849180807,0.55456636138591,asi,6d2,cv5,sp8.ghatREL1
asi_6d2_cv5_sp9.ghatREL1,0.419207925051232,0.647462682361873,asi,6d2,cv5,sp9.ghatREL1
dtp_5a2_cv1_sp10.ghatREL1,0.280805743172395,0.529911071003801,dtp,5a2,cv1,sp10.ghatREL1
dtp_5a2_cv1_sp1.ghatREL1,0.281112632456559,0.530200558710154,dtp,5a2,cv1,sp1.ghatREL1
dtp_5a2_cv1_sp2.ghatREL1,0.0145262423007564,0.120524861753733,dtp,5a2,cv1,sp2.ghatREL1
dtp_5a2_cv1_sp3.ghatREL1,0.279714239356196,0.528880174856456,dtp,5a2,cv1,sp3.ghatREL1
dtp_5a2_cv1_sp4.ghatREL1,0.15487535671663,0.393542064735944,dtp,5a2,cv1,sp4.ghatREL1
dtp_5a2_cv1_sp5.ghatREL1,0.123983405405255,0.352112773703617,dtp,5a2,cv1,sp5.ghatREL1
dtp_5a2_cv1_sp6.ghatREL1,0.161503185916998,0.401874589787658,dtp,5a2,cv1,sp6.ghatREL1
dtp_5a2_cv1_sp7.ghatREL1,0.246312224174874,0.496298523244704,dtp,5a2,cv1,sp7.ghatREL1
dtp_5a2_cv1_sp8.ghatREL1,0.0233750451641942,-0.152888996216844,dtp,5a2,cv1,sp8.ghatREL1
dtp_5a2_cv1_sp9.ghatREL1,0.0854234523947866,0.292272907390997,dtp,5a2,cv1,sp9.ghatREL1
dtp_5a2_cv2_sp10.ghatREL1,9.42089269507323e-06,0.00306934727508525,dtp,5a2,cv2,sp10.ghatREL1
dtp_5a2_cv2_sp1.ghatREL1,0.000156184088445861,0.0124973632597385,dtp,5a2,cv2,sp1.ghatREL1
dtp_5a2_cv2_sp2.ghatREL1,0.0786940329729891,0.280524567503435,dtp,5a2,cv2,sp2.ghatREL1
dtp_5a2_cv2_sp3.ghatREL1,0.0516929745261476,0.227360890493831,dtp,5a2,cv2,sp3.ghatREL1
dtp_5a2_cv2_sp4.ghatREL1,0.158013774000601,0.397509464039035,dtp,5a2,cv2,sp4.ghatREL1
dtp_5a2_cv2_sp5.ghatREL1,0.367090228914601,0.605879714889516,dtp,5a2,cv2,sp5.ghatREL1
dtp_5a2_cv2_sp6.ghatREL1,0.172510960772468,0.415344388155742,dtp,5a2,cv2,sp6.ghatREL1
dtp_5a2_cv2_sp7.ghatREL1,0.0167744405007321,-0.129516178528909,dtp,5a2,cv2,sp7.ghatREL1
dtp_5a2_cv2_sp8.ghatREL1,0.221132595592867,0.470247377018593,dtp,5a2,cv2,sp8.ghatREL1
dtp_5a2_cv2_sp9.ghatREL1,0.0179621691243945,0.134023017144051,dtp,5a2,cv2,sp9.ghatREL1
dtp_5a2_cv3_sp10.ghatREL1,0.514759822843283,0.717467645851214,dtp,5a2,cv3,sp10.ghatREL1
dtp_5a2_cv3_sp1.ghatREL1,0.329969425264122,0.574429652145606,dtp,5a2,cv3,sp1.ghatREL1
dtp_5a2_cv3_sp2.ghatREL1,0.101438781535209,0.318494554953784,dtp,5a2,cv3,sp2.ghatREL1
dtp_5a2_cv3_sp3.ghatREL1,0.200411501330833,0.447673431566843,dtp,5a2,cv3,sp3.ghatREL1
dtp_5a2_cv3_sp4.ghatREL1,0.0959336251364502,0.309731537200283,dtp,5a2,cv3,sp4.ghatREL1
dtp_5a2_cv3_sp5.ghatREL1,0.00690248703654565,-0.0830812074812689,dtp,5a2,cv3,sp5.ghatREL1
dtp_5a2_cv3_sp6.ghatREL1,0.110520399306269,0.33244608481116,dtp,5a2,cv3,sp6.ghatREL1
dtp_5a2_cv3_sp7.ghatREL1,0.0287970111379405,0.169696821236995,dtp,5a2,cv3,sp7.ghatREL1
dtp_5a2_cv3_sp8.ghatREL1,0.00453389500370152,0.0673342038172393,dtp,5a2,cv3,sp8.ghatREL1
dtp_5a2_cv3_sp9.ghatREL1,0.0372873763054865,0.193099394886381,dtp,5a2,cv3,sp9.ghatREL1
dtp_5a2_cv4_sp10.ghatREL1,0.194414815937779,0.440924954995495,dtp,5a2,cv4,sp10.ghatREL1
