file,R2,r
DTP_snpsm4k5_s12.ghatREL1,0.913748300505687,0.955901825767525
DTP_snpsm4k5_s1.ghatREL1,0.974877411184763,0.987358805695662
DTP_snpsm4k5_s2.ghatREL1,0.897673458487584,0.947456309540226
DTP_snpsm4k5_s3.ghatREL1,0.827267096629282,0.909542245653978
DTP_snpsm4k5_s4.ghatREL1,0.976559362873664,0.988210181527019
DTP_snpsm4k5_s5.ghatREL1,0.959358766935045,0.979468614573762
DTP_snpsm4k5_s6.ghatREL1,0.935279262508722,0.967098372715373
DTP_snpsm4k5_s7.ghatREL1,0.95024209149513,0.974803616886566
DTP_snpsm4k5_s8.ghatREL1,0.941287290805489,0.970199613896795
DTP_snpsm4k5_s9.ghatREL1,0.899812024059363,0.948584220857254
DTP_snpsm4k6_s10.ghatREL1,0.914794817139815,0.956449066673085
DTP_snpsm4k6_s11.ghatREL1,0.966294775381207,0.983002937625929
DTP_snpsm4k6_s12.ghatREL1,0.913756796307385,0.955906269624478
DTP_snpsm4k6_s1.ghatREL1,0.97487552017271,0.987357848083819
DTP_snpsm4k6_s2.ghatREL1,0.897584958689454,0.947409604495043
DTP_snpsm4k6_s3.ghatREL1,0.827194341761475,0.909502249453774
DTP_snpsm4k6_s4.ghatREL1,0.9765084810285,0.988184436746754
DTP_snpsm4k6_s5.ghatREL1,0.959347065865395,0.97946264138322
DTP_snpsm4k6_s6.ghatREL1,0.935277296635547,0.967097356337792
DTP_snpsm4k6_s7.ghatREL1,0.950223996048287,0.974794335256564
DTP_snpsm4k6_s8.ghatREL1,0.941255884763648,0.970183428411168
DTP_snpsm4k6_s9.ghatREL1,0.899865368009348,0.948612338107273
DTP_snpsm4k7_s10.ghatREL1,0.914883452673004,0.956495401281681
DTP_snpsm4k7_s11.ghatREL1,0.966272668651768,0.982991693073633
DTP_snpsm4k7_s12.ghatREL1,0.913797591728583,0.955927607995806
DTP_snpsm4k7_s1.ghatREL1,0.974832538781193,0.987336081980798
DTP_snpsm4k7_s2.ghatREL1,0.897595933754274,0.947415396620866
DTP_snpsm4k7_s3.ghatREL1,0.827221022470543,0.909516917088706
DTP_snpsm4k7_s4.ghatREL1,0.976588031868629,0.98822468693543
DTP_snpsm4k7_s5.ghatREL1,0.959352014877668,0.979465167771508
DTP_snpsm4k7_s6.ghatREL1,0.935284224489712,0.967100938108175
DTP_snpsm4k7_s7.ghatREL1,0.950234799024242,0.974799876397326
DTP_snpsm4k7_s8.ghatREL1,0.941292085759763,0.970202085011037
DTP_snpsm4k7_s9.ghatREL1,0.899800129904066,0.948577951411515
DTP_snpsm4k8_s10.ghatREL1,0.914796462334199,0.956449926726015
DTP_snpsm4k8_s11.ghatREL1,0.96625465920247,0.982982532501198
DTP_snpsm4k8_s12.ghatREL1,0.91381679892361,0.955937654307858
DTP_snpsm4k8_s1.ghatREL1,0.974911117250098,0.987375874350846
DTP_snpsm4k8_s2.ghatREL1,0.897639963931268,0.947438633332665
DTP_snpsm4k8_s3.ghatREL1,0.827108793398609,0.909455217918183
DTP_snpsm4k8_s4.ghatREL1,0.976527347842147,0.988193982901205
DTP_snpsm4k8_s5.ghatREL1,0.959267873649522,0.979422214190347
DTP_snpsm4k8_s6.ghatREL1,0.935376140349847,0.967148458278173
DTP_snpsm4k8_s7.ghatREL1,0.950229598492579,0.974797208906847
DTP_snpsm4k8_s8.ghatREL1,0.941366459535535,0.970240413266493
DTP_snpsm4k8_s9.ghatREL1,0.89980923598626,0.948582751259088
DTP_snpsm4k9_s10.ghatREL1,0.914969563751059,0.956540414070968
DTP_snpsm4k9_s11.ghatREL1,0.966262100387044,0.982986317497372
DTP_snpsm4k9_s12.ghatREL1,0.913798527680437,0.955928097547319
DTP_snpsm4k9_s1.ghatREL1,0.974842283364233,0.987341016753701
DTP_snpsm4k9_s2.ghatREL1,0.897609246193697,0.947422422256143
DTP_snpsm4k9_s3.ghatREL1,0.827273479722902,0.909545754606607
DTP_snpsm4k9_s4.ghatREL1,0.976520218294001,0.988190375531962
DTP_snpsm4k9_s5.ghatREL1,0.9593335583808,0.97945574600428
DTP_snpsm4k9_s6.ghatREL1,0.935381811557516,0.967151390195721
DTP_snpsm4k9_s7.ghatREL1,0.950259743206906,0.974812670828045
DTP_snpsm4k9_s8.ghatREL1,0.941306608618659,0.970209569432635
DTP_snpsm4k9_s9.ghatREL1,0.899823766995202,0.948590410554103
