file,R2,r
DTP_gerpsm4_s10.ghatREL1,0.9149224288107,0.956515775515856
DTP_gerpsm4_s11.ghatREL1,0.96619734038308,0.982953376505254
DTP_gerpsm4_s12.ghatREL1,0.91372025001089,0.955887153387307
DTP_gerpsm4_s1.ghatREL1,0.974717094956634,0.987277617976137
DTP_gerpsm4_s2.ghatREL1,0.897362515452452,0.947292201726823
DTP_gerpsm4_s3.ghatREL1,0.827426335726507,0.909629779485317
DTP_gerpsm4_s4.ghatREL1,0.976457897525154,0.988158842254197
DTP_gerpsm4_s5.ghatREL1,0.959518928033972,0.979550370340378
DTP_gerpsm4_s6.ghatREL1,0.935194796958698,0.967054702154277
DTP_gerpsm4_s7.ghatREL1,0.950256347180478,0.974810928939801
DTP_gerpsm4_s8.ghatREL1,0.941351565251321,0.970232737672421
DTP_gerpsm4_s9.ghatREL1,0.899998902089304,0.948682719400593
DTP_snpsm4k10_s10.ghatREL1,0.914769917226212,0.956436049731613
DTP_snpsm4k10_s11.ghatREL1,0.966268727562047,0.982989688431189
DTP_snpsm4k10_s12.ghatREL1,0.913778389976238,0.955917564425007
DTP_snpsm4k10_s1.ghatREL1,0.974894012232496,0.987367212455678
DTP_snpsm4k10_s2.ghatREL1,0.897558848920577,0.947395824838054
DTP_snpsm4k10_s3.ghatREL1,0.827148540851212,0.909477069997486
DTP_snpsm4k10_s4.ghatREL1,0.976590301438103,0.988225835241168
DTP_snpsm4k10_s5.ghatREL1,0.959340423796468,0.979459250707485
DTP_snpsm4k10_s6.ghatREL1,0.935328497820333,0.967123827552777
DTP_snpsm4k10_s7.ghatREL1,0.95028205004306,0.974824112362359
DTP_snpsm4k10_s8.ghatREL1,0.941271840816012,0.970191651590557
DTP_snpsm4k10_s9.ghatREL1,0.899878592486764,0.948619308514624
DTP_snpsm4k1_s10.ghatREL1,0.914883413015807,0.956495380551212
DTP_snpsm4k1_s11.ghatREL1,0.966316077536994,0.983013772811446
DTP_snpsm4k1_s12.ghatREL1,0.913768928571157,0.955912615551839
DTP_snpsm4k1_s1.ghatREL1,0.974887043466289,0.987363683485619
DTP_snpsm4k1_s2.ghatREL1,0.897664130099429,0.947451386668165
DTP_snpsm4k1_s3.ghatREL1,0.827312679497853,0.909567303445904
DTP_snpsm4k1_s4.ghatREL1,0.976550277212421,0.98820558448757
DTP_snpsm4k1_s5.ghatREL1,0.959248767053872,0.979412460127944
DTP_snpsm4k1_s6.ghatREL1,0.935300940812365,0.967109580560737
DTP_snpsm4k1_s7.ghatREL1,0.950160177229758,0.974761600202715
DTP_snpsm4k1_s8.ghatREL1,0.941297398728991,0.970204823080669
DTP_snpsm4k1_s9.ghatREL1,0.899880635350901,0.948620385270579
DTP_snpsm4k2_s10.ghatREL1,0.914746829994564,0.956423980248594
DTP_snpsm4k2_s11.ghatREL1,0.966233423522497,0.98297173078502
DTP_snpsm4k2_s12.ghatREL1,0.913745499597012,0.955900360705556
DTP_snpsm4k2_s1.ghatREL1,0.974873708333865,0.987356930564558
DTP_snpsm4k2_s2.ghatREL1,0.897650475882158,0.947444180879358
DTP_snpsm4k2_s3.ghatREL1,0.827224325663776,0.909518732992222
DTP_snpsm4k2_s4.ghatREL1,0.976565722861362,0.988213399454471
DTP_snpsm4k2_s5.ghatREL1,0.95937735334417,0.979478102534288
DTP_snpsm4k2_s6.ghatREL1,0.935241982354542,0.967079098292659
DTP_snpsm4k2_s7.ghatREL1,0.9502214861729,0.974793047868572
DTP_snpsm4k2_s8.ghatREL1,0.941296751429365,0.97020448949145
DTP_snpsm4k2_s9.ghatREL1,0.899949976077032,0.948656932761803
DTP_snpsm4k3_s10.ghatREL1,0.914863030903914,0.956484725912502
DTP_snpsm4k3_s11.ghatREL1,0.966277175058652,0.982993985260669
DTP_snpsm4k3_s12.ghatREL1,0.913722175990194,0.955888160817046
DTP_snpsm4k3_s1.ghatREL1,0.974892026280516,0.987366206774627
DTP_snpsm4k3_s2.ghatREL1,0.897596082630895,0.94741547519074
DTP_snpsm4k3_s3.ghatREL1,0.827192091643547,0.909501012447785
DTP_snpsm4k3_s4.ghatREL1,0.976555777461349,0.988208367431357
DTP_snpsm4k3_s5.ghatREL1,0.95935900018366,0.979468733642713
DTP_snpsm4k3_s6.ghatREL1,0.935294502606047,0.967106251973405
DTP_snpsm4k3_s7.ghatREL1,0.950270858950116,0.974818372287944
DTP_snpsm4k3_s8.ghatREL1,0.941328151045556,0.970220671314292
DTP_snpsm4k3_s9.ghatREL1,0.899846651769636,0.948602472993633
DTP_snpsm4k4_s10.ghatREL1,0.914889481436363,0.956498552762294
DTP_snpsm4k4_s11.ghatREL1,0.966297939454059,0.983004547015963
DTP_snpsm4k4_s12.ghatREL1,0.913660886680183,0.955856101450518
DTP_snpsm4k4_s1.ghatREL1,0.974868990924278,0.987354541653746
DTP_snpsm4k4_s2.ghatREL1,0.897428405828472,0.947326979362708
DTP_snpsm4k4_s3.ghatREL1,0.82723880296309,0.909526691726576
DTP_snpsm4k4_s4.ghatREL1,0.976547287358262,0.988204071717104
DTP_snpsm4k4_s5.ghatREL1,0.959342117655633,0.979460115398087
DTP_snpsm4k4_s6.ghatREL1,0.935332627013083,0.967125962330183
DTP_snpsm4k4_s7.ghatREL1,0.950219892735593,0.974792230547409
DTP_snpsm4k4_s8.ghatREL1,0.941225819361869,0.970167933587721
DTP_snpsm4k4_s9.ghatREL1,0.89986019901221,0.948609613598877
DTP_snpsm4k5_s10.ghatREL1,0.914801573205564,0.956452598514722
DTP_snpsm4k5_s11.ghatREL1,0.966219586638511,0.982964692467899
