file,R2,r,trait,cs,mode,sp,cv
asi_cs10_a2_sp10_cv2.ghatREL1,0.671779030696849,0.819621272721035,asi,cs10,a2,sp10,cv2.ghatREL1
asi_cs10_a2_sp10_cv3.ghatREL1,0.727570374970467,0.852977359002258,asi,cs10,a2,sp10,cv3.ghatREL1
asi_cs10_a2_sp10_cv4.ghatREL1,0.464102865908026,0.681250956629072,asi,cs10,a2,sp10,cv4.ghatREL1
asi_cs10_a2_sp10_cv5.ghatREL1,0.630893006845382,0.794287735550148,asi,cs10,a2,sp10,cv5.ghatREL1
asi_cs10_a2_sp1_cv1.ghatREL1,0.646935898310934,0.804323254861461,asi,cs10,a2,sp1,cv1.ghatREL1
asi_cs10_a2_sp1_cv2.ghatREL1,0.26053097117515,0.510422345881477,asi,cs10,a2,sp1,cv2.ghatREL1
asi_cs10_a2_sp1_cv3.ghatREL1,0.747717227970692,0.864706440343017,asi,cs10,a2,sp1,cv3.ghatREL1
asi_cs10_a2_sp1_cv4.ghatREL1,0.553400779572568,0.743909120506375,asi,cs10,a2,sp1,cv4.ghatREL1
asi_cs10_a2_sp1_cv5.ghatREL1,0.393725703151042,0.627475659409225,asi,cs10,a2,sp1,cv5.ghatREL1
asi_cs10_a2_sp2_cv1.ghatREL1,0.586265740655097,0.765679920498831,asi,cs10,a2,sp2,cv1.ghatREL1
asi_cs10_a2_sp2_cv2.ghatREL1,0.48388275839816,0.695616818656766,asi,cs10,a2,sp2,cv2.ghatREL1
asi_cs10_a2_sp2_cv3.ghatREL1,0.247912533228829,0.497908157423464,asi,cs10,a2,sp2,cv3.ghatREL1
asi_cs10_a2_sp2_cv4.ghatREL1,0.517366894475264,0.71928220781225,asi,cs10,a2,sp2,cv4.ghatREL1
asi_cs10_a2_sp2_cv5.ghatREL1,0.632835834681274,0.795509795465319,asi,cs10,a2,sp2,cv5.ghatREL1
asi_cs10_a2_sp3_cv1.ghatREL1,0.690178123803146,0.830769597303095,asi,cs10,a2,sp3,cv1.ghatREL1
asi_cs10_a2_sp3_cv2.ghatREL1,0.413898707697927,0.643349599905003,asi,cs10,a2,sp3,cv2.ghatREL1
asi_cs10_a2_sp3_cv3.ghatREL1,0.664693334396489,0.815287271087001,asi,cs10,a2,sp3,cv3.ghatREL1
asi_cs10_a2_sp3_cv4.ghatREL1,0.604655368295691,0.777595890096965,asi,cs10,a2,sp3,cv4.ghatREL1
asi_cs10_a2_sp3_cv5.ghatREL1,0.364816581562516,0.604000481425732,asi,cs10,a2,sp3,cv5.ghatREL1
asi_cs10_a2_sp4_cv1.ghatREL1,0.720251027390433,0.848676043841484,asi,cs10,a2,sp4,cv1.ghatREL1
asi_cs10_a2_sp4_cv2.ghatREL1,0.394997636812497,0.628488374444983,asi,cs10,a2,sp4,cv2.ghatREL1
asi_cs10_a2_sp4_cv3.ghatREL1,0.330138156680304,0.574576502025887,asi,cs10,a2,sp4,cv3.ghatREL1
asi_cs10_a2_sp4_cv4.ghatREL1,0.462895541408785,0.680364271114221,asi,cs10,a2,sp4,cv4.ghatREL1
asi_cs10_a2_sp4_cv5.ghatREL1,0.696487646390818,0.834558354095637,asi,cs10,a2,sp4,cv5.ghatREL1
asi_cs10_a2_sp5_cv1.ghatREL1,0.562864324461289,0.750242843658831,asi,cs10,a2,sp5,cv1.ghatREL1
asi_cs10_a2_sp5_cv2.ghatREL1,0.817349922409162,0.904074069094542,asi,cs10,a2,sp5,cv2.ghatREL1
asi_cs10_a2_sp5_cv3.ghatREL1,0.763786883871324,0.873949016746013,asi,cs10,a2,sp5,cv3.ghatREL1
asi_cs10_a2_sp5_cv4.ghatREL1,0.306540969223548,0.553661421108197,asi,cs10,a2,sp5,cv4.ghatREL1
asi_cs10_a2_sp5_cv5.ghatREL1,0.581469333283351,0.762541364965437,asi,cs10,a2,sp5,cv5.ghatREL1
asi_cs10_a2_sp6_cv1.ghatREL1,0.503580350777962,0.709633955485475,asi,cs10,a2,sp6,cv1.ghatREL1
asi_cs10_a2_sp6_cv2.ghatREL1,0.428459725611425,0.654568350603224,asi,cs10,a2,sp6,cv2.ghatREL1
asi_cs10_a2_sp6_cv3.ghatREL1,0.795847656334182,0.89210294043579,asi,cs10,a2,sp6,cv3.ghatREL1
asi_cs10_a2_sp6_cv4.ghatREL1,0.362476535684117,0.602060242570556,asi,cs10,a2,sp6,cv4.ghatREL1
asi_cs10_a2_sp6_cv5.ghatREL1,0.605248054692277,0.777976898559512,asi,cs10,a2,sp6,cv5.ghatREL1
asi_cs10_a2_sp7_cv1.ghatREL1,0.369223926854236,0.607637989969551,asi,cs10,a2,sp7,cv1.ghatREL1
asi_cs10_a2_sp7_cv2.ghatREL1,0.763724412281785,0.873913275034648,asi,cs10,a2,sp7,cv2.ghatREL1
